CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"""CNOC NA RI"" DEVELOPMENTS LIMITED","NI059358","","","KEYES HOUSE","9 ORCHARD TERRACE","OMAGH","CO TYRONE","","BT78 1LE","Private Limited Company","Active","United Kingdom","","16/05/2006","31","5","28/02/2023","31/05/2021","DORMANT","13/06/2017","16/05/2016","0","0","0","0","41100 - Development of building projects","","","","0","0","http://business.data.gov.uk/id/company/NI059358","","","","","","","","","","","","","","","","","","","","","30/05/2022","16/05/2021"
"""CODE"" GLASGOW LTD","SC651372","","","386 DUKE STREET","","GLASGOW","","SCOTLAND","G31 1DN","Private Limited Company","Active","United Kingdom","","13/01/2020","31","7","30/04/2023","31/07/2021","MICRO ENTITY","10/02/2021","","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/SC651372","","","","","","","","","","","","","","","","","","","","","26/01/2023","12/01/2022"
"""CODE"" UDDINGSTON LTD","SC717795","","","THE COOPER BUILDING","505 GREAT WESTERN ROAD","GLASGOW","","SCOTLAND","G12 8HN","Private Limited Company","Active","United Kingdom","","16/12/2021","31","12","16/09/2023","","NO ACCOUNTS FILED","13/01/2023","","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/SC717795","","","","","","","","","","","","","","","","","","","","","29/12/2022",""
"""COME ON"" SOCIAL NETWORK LIMITED","11271757","","","2 GROSVENOR SQUARE","","SOUTHAMPTON","","ENGLAND","SO15 2BE","Private Limited Company","Active","United Kingdom","","23/03/2018","31","3","31/12/2022","31/03/2021","MICRO ENTITY","20/04/2019","","0","0","0","0","58190 - Other publishing activities","73110 - Advertising agencies","73120 - Media representation services","","0","0","http://business.data.gov.uk/id/company/11271757","","","","","","","","","","","","","","","","","","","","","24/09/2022","10/09/2021"
"""COOK WITH ME"" LIMITED","09388058","","","50 EGERTON GARDENS","","LONDON","","","SW3 2BZ","Private Limited Company","Active","United Kingdom","","14/01/2015","31","1","31/10/2023","31/01/2022","DORMANT","08/03/2017","08/02/2016","0","0","0","0","58110 - Book publishing","","","","0","0","http://business.data.gov.uk/id/company/09388058","","","","","","","","","","","","","","","","","","","","","25/04/2023","11/04/2022"
"""CORRECT WORD"" EDITING&PROOFREADING LTD","13815904","","","OFFICE 503B","182-184 HIGH STREET NORTH EAST HAM","LONDON","","UNITED KINGDOM","E6 2JA","Private Limited Company","Active","United Kingdom","","23/12/2021","31","12","23/09/2023","","NO ACCOUNTS FILED","20/01/2023","","0","0","0","0","82190 - Photocopying, document preparation and other specialised office support activities","82990 - Other business support service activities n.e.c.","","","0","0","http://business.data.gov.uk/id/company/13815904","","","","","","","","","","","","","","","","","","","","","05/01/2023",""
"""CRUSTIES SHERBURN"" LIMITED","12237364","","","5 WOLSEY PARADE","SHERBURN IN ELMET","LEEDS","","ENGLAND","LS25 6BQ","Private Limited Company","Active","United Kingdom","","01/10/2019","31","10","31/07/2022","31/10/2020","DORMANT","29/10/2020","","0","0","0","0","10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes","47240 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores","","","0","0","http://business.data.gov.uk/id/company/12237364","","","","","","","","","","","","","","","","","","","","","14/10/2022","30/09/2021"
"""D"" CAR WASH LIMITED","05210908","","","7 GRANARD BUSINESS CENTRE","BUNNS LANE","LONDON","","","NW7 2DQ","Private Limited Company","Active","United Kingdom","","20/08/2004","31","8","31/05/2023","31/08/2021","MICRO ENTITY","06/09/2016","09/08/2015","0","0","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/05210908","","","","","","","","","","","","","","","","","","","","","23/08/2022","09/08/2021"
"""D&C TRANSPORT AND LOGISTIC LIMITED","09480612","","","291 WATLING STREET","","DARTFORD","","ENGLAND","DA2 6EP","Private Limited Company","Active","United Kingdom","","10/03/2015","31","3","31/12/2022","31/03/2021","MICRO ENTITY","07/04/2017","10/03/2016","0","0","0","0","33170 - Repair and maintenance of other transport equipment n.e.c.","49410 - Freight transport by road","","","0","0","http://business.data.gov.uk/id/company/09480612","20/11/2018","DC LOGISTIK LIMITED","05/11/2018","""D&C TRANSPORT AND LOGISTIC LIMITED","","","","","","","","","","","","","","","","","24/07/2022","10/07/2021"
"""DAMI.MB"" LTD","09102217","","","FLAT 164","WILLIAM MUNDY WAY","DARTFORD","KENT","ENGLAND","DA1 5WW","Private Limited Company","Active","United Kingdom","","25/06/2014","30","6","31/03/2023","30/06/2021","TOTAL EXEMPTION FULL","23/07/2016","25/06/2015","0","0","0","0","63110 - Data processing, hosting and related activities","","","","0","0","http://business.data.gov.uk/id/company/09102217","","","","","","","","","","","","","","","","","","","","","12/12/2022","28/11/2021"
"""DGS UK"" LTD","10492362","","","FLAT 3, 149 UPPER RICHMOND ROAD","","LONDON","","ENGLAND","SW15 2TX","Private Limited Company","Active","United Kingdom","","23/11/2016","30","11","31/08/2022","30/11/2020","TOTAL EXEMPTION FULL","21/12/2017","","0","0","0","0","78300 - Human resources provision and management of human resources functions","","","","0","0","http://business.data.gov.uk/id/company/10492362","","","","","","","","","","","","","","","","","","","","","06/12/2022","22/11/2021"
"""DOBRO"" CONSTRUCTION LTD","09266750","","","1A BRICK COURT","JETTY WALK","GRAYS","","ENGLAND","RM17 6PL","Private Limited Company","Active","United Kingdom","","16/10/2014","31","10","31/07/2022","31/10/2020","MICRO ENTITY","13/11/2016","16/10/2015","0","0","0","0","43999 - Other specialised construction activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/09266750","","","","","","","","","","","","","","","","","","","","","20/08/2022","06/08/2021"
"""DUKE OF WELLINGTON"" (HIGH BRIDGE) LIMITED","00829173","","","19 DARBY CRESCENT","","SUNBURY-ON-THAMES","MIDDLESEX","","TW16 5LB","Private Limited Company","Active","United Kingdom","","27/11/1964","31","12","30/09/2022","31/12/2020","TOTAL EXEMPTION FULL","17/09/2016","20/08/2015","0","0","0","0","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/00829173","","","","","","","","","","","","","","","","","","","","","03/09/2022","20/08/2021"
"""EL AL"" ISRAEL AIRLINES LIMITED","FC004087","","","BEN-GURION AIRPORT","PO BOX 41","ZIP 70100","ISRAEL","ISRAEL","","Other company type","Active","ISRAEL","","01/01/1993","31","12","","31/12/2020","GROUP","","","8","7","0","1","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC004087","","","","","","","","","","","","","","","","","","","","","04/12/2016",""
"""EMPOWER"" INTERNATIONAL WOMEN'S EMPOWERMENT & CAPACITY BUILDING ORGANISATION CIC","12145462","","","GROVE HOUSE THIRD FLOOR","LOWLANDS ROAD","HARROW","","ENGLAND","HA1 3AW","Community Interest Company","Active","United Kingdom","","08/08/2019","31","8","31/05/2022","31/08/2020","TOTAL EXEMPTION FULL","05/09/2020","","0","0","0","0","85600 - Educational support services","","","","0","0","http://business.data.gov.uk/id/company/12145462","","","","","","","","","","","","","","","","","","","","","21/08/2022","07/08/2021"
"""EVEERGE"" LIMITED","00612503","","","KING STREET HOUSE","15 UPPER KING STREET","NORWICH","NORFOLK","","NR3 1RB","Private Limited Company","Liquidation","United Kingdom","","07/10/1958","31","12","31/10/1995","31/12/1993","ACCOUNTS TYPE NOT AVAILABLE","06/08/1994","09/07/1993","2","2","0","0","2875 - Manufacture other fabricated metal products","","","","0","0","http://business.data.gov.uk/id/company/00612503","","","","","","","","","","","","","","","","","","","","","",""
"""F.H.GREENAWAY""","LP002617","","","","","","","","","Limited Partnership","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/LP002617","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""FEEL THE WRATH' LONDON LTD","13379051","","","111, COTEFORD STREET","COTEFORD STREET, TOOTING","LONDON","","UNITED KINGDOM","SW17 8NX","Private Limited Company","Active","United Kingdom","","06/05/2021","31","5","06/02/2023","","NO ACCOUNTS FILED","03/06/2022","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/13379051","","","","","","","","","","","","","","","","","","","","","19/05/2022",""
"""FELDA EUROPE"" S.R.L.","FC036336","","","BRANCH REGISTRATION","REFER TO PARENT REGISTRY","","","","","Other company type","Active","ROMANIA","","03/04/2019","2","4","","02/04/2020","FULL","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC036336","","","","","","","","","","","","","","","","","","","","","",""
"""FIRST LEADER (UK) LIMITED""","01941022","","","110 MIDDLETON AVENUE","MIDDLETON AVENUE","LONDON","","ENGLAND","E4 8EE","Private Limited Company","Active","United Kingdom","","21/08/1985","31","12","30/09/2022","31/12/2020","TOTAL EXEMPTION FULL","27/11/2016","30/10/2015","2","2","0","0","63990 - Other information service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/01941022","","","","","","","","","","","","","","","","","","","","","13/11/2022","30/10/2021"
"""FIVE TOWNS PLUS"" HOSPICE FUND LIMITED(THE)","01797810","","","THE PRINCE OF WALES HOSPICE","HALFPENNY LANE","PONTEFRACT","WEST YORKS","","WF8 4BG","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","07/03/1984","31","3","31/12/2022","31/03/2021","GROUP","04/06/2017","07/05/2016","0","0","0","0","86101 - Hospital activities","","","","0","0","http://business.data.gov.uk/id/company/01797810","","","","","","","","","","","","","","","","","","","","","21/05/2022","07/05/2021"
"""GLOBAL TRAINING HOUSE"" LTD","13945580","","","22 LONDON","","99","","UNITED KINGDOM","E11 3NA","Private Limited Company","Active","United Kingdom","","01/03/2022","31","3","01/12/2023","","NO ACCOUNTS FILED","29/03/2023","","0","0","0","0","85590 - Other education n.e.c.","85600 - Educational support services","","","0","0","http://business.data.gov.uk/id/company/13945580","","","","","","","","","","","","","","","","","","","","","14/03/2023",""
"""GRENDON COURT"" TEIGNMOUTH MANAGEMENT COMPANY LIMITED","01952156","","","135 REDDENHILL ROAD","","TORQUAY","","","TQ1 3NT","Private Limited Company","Active","United Kingdom","","02/10/1985","31","3","31/12/2022","31/03/2021","MICRO ENTITY","05/08/2016","08/07/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/01952156","","","","","","","","","","","","","","","","","","","","","22/07/2022","08/07/2021"
"""GREYFRIARS BULGARIA"" LTD.","FC028914","","","","","REFER TO PARENT REGISTRY","","","","Other company type","Active","BULGARIA","","01/07/2006","31","7","","30/06/2011","FULL","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC028914","","","","","","","","","","","","","","","","","","","","","",""
"""H.A.R.D.T."" GROUP GMBH","FC025624","","","STUBENRING 18 A-1010","VIENNA","","","AUSTRIA","","Other company type","Active","AUSTRIA","","01/07/2004","31","12","","31/12/2010","FULL","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC025624","","","","","","","","","","","","","","","","","","","","","22/12/2016",""
"""HEIGHTS"" (MANAGEMENT) NO 2 LIMITED(THE)","00851579","","","99 THE HEIGHTS","FOXGROVE ROAD","BECKENHAM","KENT","ENGLAND","BR3 5BZ","Private Limited Company","Active","United Kingdom","","14/06/1965","30","6","31/03/2023","30/06/2021","SMALL","29/04/2017","01/04/2016","1","1","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/00851579","","","","","","","","","","","","","","","","","","","","","15/04/2023","01/04/2022"
"""I&GM COMPANY"" LTD","08283517","","","41 LANGDON ROAD","MORDEN","LONDON","","UNITED KINGDOM","SM4 6HA","Private Limited Company","Active","United Kingdom","","06/11/2012","4","11","04/08/2022","04/11/2020","MICRO ENTITY","04/12/2016","06/11/2015","0","0","0","0","81299 - Other cleaning services","96040 - Physical well-being activities","","","0","0","http://business.data.gov.uk/id/company/08283517","","","","","","","","","","","","","","","","","","","","","01/07/2022","17/06/2021"
"""I'M SPARKACUS"" ELECTRICAL LIMITED","10339143","","","C/O THORNE LANCASTER PARKER VENTURE HOUSE","27-29 GLASSHOUSE STREET","LONDON","","UNITED KINGDOM","W1B 5DF","Private Limited Company","Active","United Kingdom","","22/08/2016","30","9","30/06/2023","30/09/2021","TOTAL EXEMPTION FULL","19/09/2017","","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/10339143","","","","","","","","","","","","","","","","","","","","","04/09/2022","21/08/2021"
"""IF YOUR NAMES NOT DOWN"" PROTECTION AND SECURITY SERVICES LIMITED","07866300","","","RAILWAY ARCH","102A  ROCKINGHAM STREET","LONDON","","ENGLAND","SE1 6PG","Private Limited Company","Active","United Kingdom","","30/11/2011","30","11","31/08/2022","30/11/2020","DORMANT","28/12/2016","30/11/2015","0","0","0","0","80100 - Private security activities","","","","0","0","http://business.data.gov.uk/id/company/07866300","08/03/2012","""IF YOUR NAMES NOT DOWN"" NATIONWIDE SECURITY SERVICES LIMITED","","","","","","","","","","","","","","","","","","","11/12/2022","27/11/2021"
"""INTOUCH COMMUNICATION SERVICES"" LIMITED","03606467","","","29A WOODFORD AVENUE","WOODFORD AVENUE","ILFORD","","ENGLAND","IG2 6UF","Private Limited Company","Active","United Kingdom","","29/07/1998","31","12","30/09/2022","31/12/2020","TOTAL EXEMPTION FULL","26/08/2016","29/07/2015","3","3","0","0","61900 - Other telecommunications activities","","","","0","0","http://business.data.gov.uk/id/company/03606467","","","","","","","","","","","","","","","","","","","","","12/08/2022","29/07/2021"
"""IP INTELLIGENT PRODUKT"" LTD","13881179","","","27 OLD GLOUCESTER STREET","","LONDON","","UNITED KINGDOM","WC1N 3AX","Private Limited Company","Active","United Kingdom","","31/01/2022","31","1","31/10/2023","","NO ACCOUNTS FILED","28/02/2023","","0","0","0","0","70100 - Activities of head offices","","","","0","0","http://business.data.gov.uk/id/company/13881179","","","","","","","","","","","","","","","","","","","","","13/02/2023",""
"""IPPOKRATES"" MEDICAL SERVICES LIMITED","08834169","","","KENSINGTON HOUSE KENSINGTON HOUSE","3 KENSINGTON","BISHOP AUCKLAND","","ENGLAND","DL14 6HX","Private Limited Company","Active","United Kingdom","","07/01/2014","31","1","31/10/2022","31/01/2021","TOTAL EXEMPTION FULL","04/02/2017","07/01/2016","0","0","0","0","86220 - Specialists medical practice activities","","","","0","0","http://business.data.gov.uk/id/company/08834169","07/01/2014","""IPPROKRATES"" MEDICAL SERVICES LIMITED","","","","","","","","","","","","","","","","","","","12/06/2022","29/05/2021"
"""ITRESIDENT""","LP010300","","","FLAT 6","50 ROMAN ROAD","LONDON","","","E2 0LT","Limited Partnership","Active","United Kingdom","","19/03/2005","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","1","1","http://business.data.gov.uk/id/company/LP010300","","","","","","","","","","","","","","","","","","","","","02/04/2017",""
"""J.D.""INSULATING COMPANY LIMITED","00275795","","","57 CHISWELL ST.","LONDON E.C.1.","","","","","Private Limited Company","Liquidation","United Kingdom","","11/05/1933","31","3","31/01/2001","","NO ACCOUNTS FILED","","27/04/1972","3","3","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/00275795","","","","","","","","","","","","","","","","","","","","","13/05/2017",""
"""JM""CLEAN LIMITED","14020631","","","61 DOWNSWAY","SOUTHWICK","BRIGHTON","","ENGLAND","BN42 4WE","Private Limited Company","Active","United Kingdom","","02/04/2022","30","4","02/01/2024","","NO ACCOUNTS FILED","30/04/2023","","0","0","0","0","81210 - General cleaning of buildings","81222 - Specialised cleaning services","","","0","0","http://business.data.gov.uk/id/company/14020631","","","","","","","","","","","","","","","","","","","","","15/04/2023",""
"""JOHNNIE"" JOHNSON HOUSING TRUST LIMITED","IP19198R","","","","","","","","","Registered Society","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/IP19198R","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""K"" LAUNDRY LIMITED","00226797","","","THE STATION HOUSE","15 STATION ROAD","ST. IVES","","ENGLAND","PE27 5BH","Private Limited Company","Active","United Kingdom","","22/12/1927","31","12","30/09/2023","31/12/2021","TOTAL EXEMPTION FULL","10/02/2017","13/01/2016","1","1","0","0","96010 - Washing and (dry-)cleaning of textile and fur products","","","","0","0","http://business.data.gov.uk/id/company/00226797","","","","","","","","","","","","","","","","","","","","","27/01/2023","13/01/2022"
"""K"" LINE (EUROPE) LIMITED","05639474","","","200 ALDERSGATE STREET","","LONDON","","","EC1A 4HD","Private Limited Company","Active","United Kingdom","","29/11/2005","31","3","31/12/2022","31/03/2021","FULL","27/12/2016","29/11/2015","0","0","0","0","50200 - Sea and coastal freight water transport","52220 - Service activities incidental to water transportation","","","0","0","http://business.data.gov.uk/id/company/05639474","03/02/2006","""K"" LINE (EUROPE) 2006 LIMITED","","","","","","","","","","","","","","","","","","","13/12/2022","29/11/2021"
"""K"" LINE BULK SHIPPING (UK) LIMITED","04830352","","","200 ALDERSGATE STREET","","LONDON","","","EC1A 4HD","Private Limited Company","Active","United Kingdom","","11/07/2003","31","3","31/12/2022","31/03/2021","FULL","25/07/2017","27/06/2016","44","18","0","26","50200 - Sea and coastal freight water transport","","","","0","0","http://business.data.gov.uk/id/company/04830352","31/07/2003","K LINE BULK SHIPPING (UK) LIMITED","","","","","","","","","","","","","","","","","","","11/07/2022","27/06/2021"
"""K"" LINE HOLDING (EUROPE) LIMITED","05005018","","","200 ALDERSGATE STREET","","LONDON","","","EC1A 4HD","Private Limited Company","Active","United Kingdom","","31/12/2003","31","3","31/12/2022","31/03/2021","FULL","28/01/2017","31/12/2015","0","0","0","0","50200 - Sea and coastal freight water transport","52220 - Service activities incidental to water transportation","52241 - Cargo handling for water transport activities","","0","0","http://business.data.gov.uk/id/company/05005018","","","","","","","","","","","","","","","","","","","","","14/01/2023","31/12/2021"
"""K"" LINE LNG SHIPPING (UK) LIMITED","05356484","","","200 ALDERSGATE STREET","","LONDON","","","EC1A 4HD","Private Limited Company","Active","United Kingdom","","08/02/2005","31","3","31/12/2022","31/03/2021","FULL","08/03/2017","08/02/2016","10","9","0","1","50200 - Sea and coastal freight water transport","","","","0","0","http://business.data.gov.uk/id/company/05356484","","","","","","","","","","","","","","","","","","","","","22/02/2023","08/02/2022"
"""K"" LINE LOGISTICS (UK) LIMITED","02318517","","","671 SPUR ROAD","NORTH FELTHAM TRADING ESTATE","FELTHAM","MIDDLESEX","","TW14 0SL","Private Limited Company","Active","United Kingdom","","17/11/1988","31","3","31/12/2022","31/03/2021","SMALL","21/06/2017","24/05/2016","0","0","0","0","52230 - Service activities incidental to air transportation","52242 - Cargo handling for air transport activities","","","0","0","http://business.data.gov.uk/id/company/02318517","06/06/2006","""K"" LINE AIR SERVICE (UK) LIMITED","","","","","","","","","","","","","","","","","","","07/06/2022","24/05/2021"
"""KARELEAN COURT"" MANAGEMENT COMPANY LIMITED","01852173","","","KARELEAN COURT CHARLTON MEAD","DRIVE","WESTBURY ON TRYM","BRISTOL","","BS10 6LW","Private Limited Company","Active","United Kingdom","","03/10/1984","31","3","31/12/2023","31/03/2022","MICRO ENTITY","10/01/2017","13/12/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/01852173","","","","","","","","","","","","","","","","","","","","","27/12/2022","13/12/2021"
"""KASPI BANK"" JOINT STOCK COMPANY","FC026103","","","154 ""A"" NAURYZBAI BATYR","","ALMATY","050013","KAZAKHSTAN","","Other company type","Active","KAZAKHSTAN","","25/04/2005","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC026103","","","","","","","","","","","","","","","","","","","","","09/05/2017",""
"""KOLORY SWIATA"" KREATYWNE PODROZE LTD","13138542","","","7 COSFORD CLOSE","","WREXHAM","","WALES","LL13 9QQ","Private Limited Company","Active","United Kingdom","","18/01/2021","31","1","18/10/2022","","NO ACCOUNTS FILED","15/02/2022","","0","0","0","0","79110 - Travel agency activities","79901 - Activities of tourist guides","86900 - Other human health activities","96040 - Physical well-being activities","0","0","http://business.data.gov.uk/id/company/13138542","","","","","","","","","","","","","","","","","","","","","11/02/2023","28/01/2022"
"""LADY FAIR"" (LLANDUDNO) LIMITED","00805326","","","29 PRINCES DRIVE","","COLWYN BAY","CONWY","","LL29 8PE","Private Limited Company","Active","United Kingdom","","14/05/1964","7","7","07/04/2023","07/07/2021","MICRO ENTITY","28/07/2016","30/06/2015","0","0","0","0","68320 - Management of real estate on a fee or contract basis","","","","0","0","http://business.data.gov.uk/id/company/00805326","","","","","","","","","","","","","","","","","","","","","14/07/2022","30/06/2021"
"""LARRY"" VEHICLE SPA LTD.","13926326","","","12 HARMONY STREET","","TUNBRIDGE WELLS","","ENGLAND","TN4 8NS","Private Limited Company","Active","United Kingdom","","18/02/2022","28","2","18/11/2023","","NO ACCOUNTS FILED","18/03/2023","","0","0","0","0","96010 - Washing and (dry-)cleaning of textile and fur products","","","","0","0","http://business.data.gov.uk/id/company/13926326","","","","","","","","","","","","","","","","","","","","","03/03/2023",""
"""LEANPLUM"" EOOD","FC033018","","","BRANCH REGISTRATION","REFER TO PARENT REGISTRY","","","","","Other company type","Active","BULGARIA","","01/12/2015","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC033018","","","","","","","","","","","","","","","","","","","","","",""
"""LEAVES OF NURTURE"" LTD","13981809","","","KEMP HOUSE","160 CITY ROAD","LONDON","","UNITED KINGDOM","EC1V 2NX","Private Limited Company","Active","United Kingdom","","16/03/2022","31","3","16/12/2023","","NO ACCOUNTS FILED","13/04/2023","","0","0","0","0","58110 - Book publishing","58190 - Other publishing activities","","","0","0","http://business.data.gov.uk/id/company/13981809","","","","","","","","","","","","","","","","","","","","","29/03/2023",""
"""LEVEL-X MENTAL HEALTH CONCEPTS"" LTD","11878997","","","21 BACK GILLMOSS LANE","","LIVERPOOL","","UNITED KINGDOM","L11 0AY","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","13/03/2019","31","3","31/12/2022","31/03/2021","DORMANT","10/04/2020","","0","0","0","0","86900 - Other human health activities","","","","0","0","http://business.data.gov.uk/id/company/11878997","","","","","","","","","","","","","","","","","","","","","02/02/2023","19/01/2022"
"""LITTLE WORLD"" LIMITED","01731859","","","HORSE & BAMBOO CENTRE","679 BACUP ROAD","ROSSENDALE","LANCASHIRE","","BB4 7HB","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","14/06/1983","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","25/10/2016","27/09/2015","1","1","0","0","90010 - Performing arts","90040 - Operation of arts facilities","","","0","0","http://business.data.gov.uk/id/company/01731859","","","","","","","","","","","","","","","","","","","","","11/10/2022","27/09/2021"
"""LMBS"" LIGHTING MAINTENANCE BUILDING SERVICES","SL005343","","","132 BELHAVEN PARK","HEATHFIELD GRANGE","GLASGOW","","","","Limited Partnership","Active","United Kingdom","","05/10/2004","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","2","1","http://business.data.gov.uk/id/company/SL005343","","","","","","","","","","","","","","","","","","","","","18/10/2017",""
"""LOVE THE SKIN YOU'RE IN"" BEAUTY, LASER & SLIMMING CLINIC LTD","13515771","","","6 BELGRAVE COTTAGES","COLEMERE","ELLESMERE","","UNITED KINGDOM","SY12 0QN","Private Limited Company","Active","United Kingdom","","16/07/2021","31","7","16/04/2023","","NO ACCOUNTS FILED","13/08/2022","","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/13515771","","","","","","","","","","","","","","","","","","","","","29/07/2022",""
"""LUXURA HOMES LTD","13802242","","","4 PELHAM CRESCENT","CHURCHDOWN","GLOUCESTER","","ENGLAND","GL3 2BN","Private Limited Company","Active","United Kingdom","","15/12/2021","31","12","15/09/2023","","NO ACCOUNTS FILED","12/01/2023","","0","0","0","0","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/13802242","","","","","","","","","","","","","","","","","","","","","28/12/2022",""
"""LYNDALE"" KNOWSLEY CANCER SUPPORT CENTRE LIMITED","02184955","","","LYNDALE 40 HUYTON LANE","HUYTON,","MERSEYSIDE","","","L36 7XG","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","29/10/1987","31","10","31/07/2022","31/10/2020","TOTAL EXEMPTION FULL","26/05/2017","28/04/2016","1","1","0","0","86900 - Other human health activities","","","","0","0","http://business.data.gov.uk/id/company/02184955","","","","","","","","","","","","","","","","","","","","","13/06/2022","30/05/2021"
"""LYNWOOD HOUSE"" MANAGEMENT LIMITED","01814054","","","C/O RAYNERS","THE OLD PARISH HALL","GODSTONE","SURREY","","RH9 8DR","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","04/05/1984","31","12","30/09/2023","31/12/2021","DORMANT","14/05/2017","16/04/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/01814054","","","","","","","","","","","","","","","","","","","","","30/04/2023","16/04/2022"
"""LYTEZE""PRODUCTS LIMITED","00316970","","","28 VICTORIA PLACE","BRIGHTLINGSEA","COLCHESTER","ESSEX","","CO7 0BP","Private Limited Company","Active","United Kingdom","","29/07/1936","31","3","31/12/2022","31/03/2021","MICRO ENTITY","20/11/2016","23/10/2015","2","0","0","2","25730 - Manufacture of tools","","","","0","0","http://business.data.gov.uk/id/company/00316970","","","","","","","","","","","","","","","","","","","","","01/11/2022","18/10/2021"
"""M&E GB LTD"" LIMITED","09536715","","","1D LONGHOUSE ROAD","","GRAYS","","UNITED KINGDOM","RM16 4RT","Private Limited Company","Active","United Kingdom","","10/04/2015","30","4","31/01/2023","30/04/2021","MICRO ENTITY","08/05/2017","10/04/2016","0","0","0","0","42990 - Construction of other civil engineering projects n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/09536715","","","","","","","","","","","","","","","","","","","","","24/04/2023","10/04/2022"
