50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   As reported by the concierge lights to 8th floor are out please attend trace and restore lighting...07753287879	3
20170 - [ MD05119 ] - CCTV Maintenance - M&E   Invoice 451431 - CCTV Qtrly maint contract 1/4/16 to 30/6/16	3
I would like to have 2 x centrifugal heating pumps at Suttons Wharf North boiler plant room surveyed as I've noticed slight wear and tear on both. Authorised By Steve Grimes.  20115 - [ MD05116 ] - Water Pump Maintenance - M&E	3
3RD FLOOR - Magnetic plate above door - communal MED fire door hanging off  - concierge 07554113479   SAME AS ISSUE AT CARDFORD HOUSE NORTH -REF  J039J1   50125 - [ MD05101 ] - Communal Repairs - M&E	3
50125 - [ MD05101 ] - Communal Repairs - M&E   4TH FLOOR - Magnetic plate above door - communal MED fire door hanging off  - concierge 07554113479	3
Concierge Denis 07555113479 called to report that the MED Glass panel is very loose and could fall out please inspect and remedyAccess Details : 07555113479  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Wharton House and Cradford House - as per Gamze - moth monitors put on all floors in communal areasAccess Details : Gamze Ozevlat - 020 7428 4112/07766 905 808  20260 - [ MD05050 ] - Pest Control - Responsive	3
Please attend and remedy issue with electrics in the communal area on the 9th floor - for access to intake cupboard please contact Housing officer Lorraine Pryce 02074284137  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Emergency - Electrical - lighting - Communal - As per the concierge please remedy the lighting form the 9th floor all the way to the 5th floor as none of the lights are working - The timer may just need adjusting  Uvane Access Details : 07554 113 479  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Attend to remedy faulty on CCTV cameras in the concierge office. the cameras keep crashing. Report by Uvane 07554 113 479  50125 - [ MD05101 ] - Communal Repairs - M&E	3
Supply and delivery of replacement horizontal flue £9554.00 Labour to fit materials £1050.00 Extra cost for replacement non-return valves £1264.00  H3026 - [ MD06004 ] - Communal Boilers - Planned	3
50125 - [ MD05101 ] - Communal Repairs - M&E   deactivate communal door fob access 7th floor.Access Details : 0208 821 4112/0208 821 4137	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   estate walkabout - light repairs - lights out on the corridorAccess Details : 0208 821 4112/0208 821 4137	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive                 Cradford house south.  defective lighting -  outside meter 712 (apartments 711 - 712)  1x lights 517-518  2x lights 717 - 718       2x lights  - 407/410 ? light casing broken 4th floor  Access Details : 0208 821 4112/0208 821 4137	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Timmins Apartment  1x lights near flat 6/5  Access Details : 0208 821 4112/0208 821 4137	3
Cradford House North.  defective lightings - near flat 807-810 704-710 outside 501 emergency lighting 507-510 twitching lights outside 401.    Access Details : 0208 821 4112/0208 821 4137  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
H3040 - [ MD05121 ] - Door Entry Systems - M&E   confirmation order invoice no. 454446	3
a six week trapping program would be £4200 plus vat to include the set-up of four traps and subsequent visits and the disposal of the pigeons. In total our technician will make 30 visits to the property.  20260 - [ MD05050 ] - Pest Control - Responsive	3
a six week trapping program would be £4200 plus vat to include the set-up of four traps and subsequent visits and the disposal of the pigeons. In total our technician will make 30 visits to the property.  20260 - [ MD05050 ] - Pest Control - Responsive	3
six week trapping program would be £4200 plus vat to include the set-up of four traps and subsequent visits and the disposal of the pigeons. In total our technician will make 30 visits to the property.  20260 - [ MD05050 ] - Pest Control - Responsive	3
Emergency - MED Door IS HANGING ON ITS HINGES It is not safe at all ? Please make safe if unable to be fixed. reported by flat 505 -Miss Anne Davis 07709586576  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Confirmation order for Job 25483 - Leak in car park next to electrics - flooding. Concerned that it will start to penetrate	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive                 Emergency - DAY OFFICE REQUIRED TO ARRANGE FOR A SPECIALIST CONTRACTOR TO ATTEND TO INSPECT AND REPAIR/REPLACE THE TOP PIVET HINGE ON THE FIRE DOOR. THIS IS VERY URGENT PLEASE ATTEND AS SOON AS POSSIBLE.	3
20260 - [ MD05050 ] - Pest Control - Responsive   please can you attend and treat moths outside communal  hall way area  outside flat 604	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   As per Moosa: Vent panel (LOUVERS) to be re-fixed these louvers are weld in place. Job needs to be passed to RNB	3
H3039 - [ MD06077 ] - Electrical Testing (Communal) - Planned   EICR	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
50125 - [ MD05101 ] - Communal Repairs - M&E                 confirmation order -  One of our engineers attended an emergency out of hours call out at Suttons Wharf on Saturday 3rd September.  Could you please provide a confirmation order number the total cost is ?165.00 + VAT.	3
emergency light has been half pulled off from the ceiling it is currently near the entrance door please investigate and remedyAccess Details : gamze - 0208 821 4112  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Boiler plant room  - Extra/Over works to incorporate the emergency lighting. Requested by Steve Grimes	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Remedy defective lights not coming on  garden boundary wall.	3
H3040 - [ MD05121 ] - Door Entry Systems - M&E                 GLL to visit each block in Suttons Wharf North (Wharton House Timmins/Evans House/Cradford House North & South) and remove/cut off the existing padlocks on all of the top floor level AOV hatches in each block and supply/fit new padlocks (not keyed alike)	3
Block 55 and 57 have reported that there is an issue with the power in these blocks affecting the main entrance doors and the bike stores in the car parks. Please attend trace and rectify fault compile report of findings and submit for possible follow on  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Block 55 and 57 have reported that there is an issue with the power in these blocks affecting the main entrance doors and the bike stores in the car parks. Please attend trace and rectify fault compile report of findings and submit for possible follow on  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   As per concierge leaking pipework in the underground car park 55 Palmers Rd. Please attend trace and rectify 07554 113 479	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   As per concierge lights on ground floor to communal area are out. Please attend trace and rectify fault....07554113479	3
Communal door on ground floor between block 55 -45 broken mess window please attend and make to measure up for new window reported by Concierge Mr Uvane 07554113479 door not secure  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Small Works Order - Replace 3 defective emergency lighting fittings.	3
20170 - [ MD05119 ] - CCTV Maintenance - M&E   Confirmation Order - CCTV Contract Inv 454498 1/7/16 to 30/9/17	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Fire Alarm Maintenance and Servicing - MandE	3
54150 - [ MD05107 ] - AOV (Smoke Vents) - M&E   Smoke Vent (AOV) Systems	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   rectify all external lighting to Palmers Road contact Josh for locations. Please allow 2 Hrs	3
look at the street lighting please along Palmers Rd (both lamp posts and the square lights within the low level walls.Access Details : Laura Corben 020 7428 4283/07969 633 334  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Fire exit directional signs. Not fixed in correct position. Recommendation: refix directional signs on 7th and 8th floor landing  H3037 - [ MD06048 ] - FRA Remedials - Planned	3
Concierge - states the communal light on the 3rd floor next to flat 301 is out. Please change blub or rectify fault. For access: Access Details : Concierge - Dan - 0755 4113479  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
repair faults to 2no. lamp posts on Palmers Road E2 0DG. 1 outside entrance to 55 Palmers Road and the other outside the entrance to 45 Palmers Road If the JVA engineer could please contact Josh 07825 203471 on arrival to confirm lamp post location etc.  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   glass is cracked/broken dry riser cupboard outside block. Access Details : Rhys 02088215431	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   outside flat 1 remedial works needed to the ceiling. Access Details : rhys 02088215431	3
20170 - [ MD05119 ] - CCTV Maintenance - M&E   Qtrly maint contract - Invoice 451434	3
Residents of Wharton House called to report mince in block...Raised to Pest control as per Allison. Access 07946580219  20260 - [ MD05050 ] - Pest Control - Responsive	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   PPM - Water Risk Assessment and Water Sampling costs as agreed with Jim Sullivan.	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   WRA’s at £150.00 each	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   WRA’s at £150.00 each	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   WRA’s at £150.00 each	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   WRA’s at £150.00 each	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   WRA's at £150.00 each. Authorised Peter Gardener	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   Timmins Apartments (1-8) - WRA's at £150.00 each. Authorised Peter Gardener	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   monthly temperature monitoring/ sampling works	3
54120 - [ MD05108 ] - Water Hygiene Management - M&E   Monthly Monitoring Temperature Visits And Set Up An Electric Logbook To Record Monthly Temperature Monitoring Visits. Authorised Peter Gardener.	3
Clearwater  Water Monitoring  at £150.00	3
20315 - [ MD05151 ] - Lightening Protection Maintenance - M&E   Annual Testing And Inspection of Lightening Protection Systems.	3
20315 - [ MD05151 ] - Lightening Protection Maintenance - M&E   Annual Testing And Inspection of Lightening Protection Systems.	3
20315 - [ MD05151 ] - Lightening Protection Maintenance - M&E   Annual Testing And Inspection of Lightening Protection Systems.	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
Hi Peter Following our risk assessment visit please see our costs to replace the hollow tank supports in both tanks on site and carry out tank cleaning/disinfection works.  £1775  54120 - [ MD05108 ] - Water Hygiene Management - M&E	3
Clearwater Technology Ltd to attend site to carry out the following risk assessment remedial works. Fit Replacement Hollow Struts. Clean & Chlorination. Cut Back dead leg. Bypass modifications. Replace Flexible hoses. Labelling. Descale shower heads. All  54120 - [ MD05108 ] - Water Hygiene Management - M&E	3
Quote Ref: 749JS221116SWN - · Remove the 3 closing safety edges from the gate. supply and install new safety edges to the gate. Connect the safety edges to the wireless transmission system. Reinstate power to the gates and set up. Carry out a simplified f  20180 - [ MD05120 ] - Barrier / Gate Maintenance - M&E	3
50125 - [ MD05101 ] - Communal Repairs - M&E   Temporary boiler plant feeding SWN.	3
20115 - [ MD05116 ] - Water Pump Maintenance - M&E   Wilo Uk to attend Suttons wharf north plant room to repair & service a twin heating shunt pump. Requested by Steve Grimes	3
two metal bollards loose outside the MED of cradford house north/south. please ensure that the screws and bolts are adequate for the bollards and its securedAccess Details : Rhys  - 02088215431  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Attend rectify issues with external wall and bollard lighting. Contact Josh for exact locations	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Mo to rectify issue with wall lighting and T5s as per Josh.	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   next to the MED right hand side wall cracked needs to be filled/smoothed and painted.Access Details : rhys 2088215431	3
7th floor outside 705 1x light defective. 6th floor lights outside lift. outside 614 1x lights out. 4th floor stairwell cradford house south 1xAccess Details : Rhys 02088215431  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
8th floor heater dented and needs to be replaced. 7th floor outside 705 1x lights needs replacing. next to 605 light defective 1x. next to flat 603 1x lights out. 5th floor outside 506 1x lights defectiveAccess Details : rhys 02088215431  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   5th floor - skirting damaged needs remedial work next to the meter cupboards. Access Details : Rhys 02088215431	3
remedial works around emergency lights needs to be smoothed/painted over ground floor entrance. 9th floor communal door leading to 907-908 door stopper needed. 9th floor roof hatch needs painted required next to communal door above fob reader painting re  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
confirmation order 28868 OHH - Access Details:Phanice( conceirge)  - 07554113479 description:All lights on the 8th floor not working.  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   X 4 light out on communal hallway on 8th floor. The floor is in complete darkness at night. Report by flat 806.	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   wall lights (rectangle tube lights) outside timmins apartments defective please carry out inspection and remedy faultAccess Details : rhys 02088215431	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   1x lights out outside flat 3Access Details : rhys 02088215431	3
Access Details:07572 312 105 description:3rd floor - Window - Handle - Communal - Please remedy the widow handle as the window can not lock . the tenant from Flat 312 has reported that it is cold in the hallway. Mrs Minara Begum  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Staff reports Uvane - Dryriser door glass broken outside communal door - 02089837430	3
20260 - [ MD05050 ] - Pest Control - Responsive   Survey / inspection for Moth	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Small works - Replace 1 defective emergency lighting fittings	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Small works - Replace 2 defective emergency lighting fittings	3
Small Works Orders - Replace 1 defective emergency lighting fittings.	3
Small Works Order - Replace 2 defective emergency lighting fittings.	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
Tenant from 413 has reported mice running up her leg please attend and bait & proof property.  Please report back recommendations for access please contact Miss Azeb Demisse - 07415 359 597  20260 - [ MD05050 ] - Pest Control - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Install new supply to wall lights to front elevation of Timmins Apts. 100mm 3 core swa glands to fit and cleats required	3
20260 - [ MD05050 ] - Pest Control - Responsive                 Tenants from 411 412 & 415 Cradford House South have all reported mice in property please attend and bait and reporting back any findings for access please see below. 411 - Miss Florence Oluwole - 07984 399 287 412 - Miss Deborah Lipper - 07438 213 764 4	3
20160 - [ MD05118 ] - Lift Servicing & Maintenance - M&E   Confirmation order for job attended 17/12/16 - Kone ref 11767680.	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Small Works Order - 16 x hose/nozzle rings @ £5.10 each	3
20080 - [ MD05113 ] - Entry phone - M&E   Confirmation Order - Maint contract 1/10/16 to 31/12/16 inv 457266	3
20080 - [ MD05113 ] - Entry phone - M&E   Confirmation Order - Maint contract 1/10/16 to 31/12/16 inv 457271	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Fire Alarm Maintenance	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
Access Details:07554113479 description:Concierge from suttons wharf Maria reporting LEAK IN CAR PARK AREA COMING FROM PIPES ABOVE - LOCATION IS VERY CLOSE TO 2ND ENTRY GATE IN CAR PARK- 07554113479  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Mac Heat to attend and clean the pipework strainers throughout Suttons Wharf North  We need to have samples of the dirt and silt collected throughout the site4 so we can have them analysed.  54011 - [ MD05103 ] - Gas - Commercial Servicing - M&E	3
(as arranged with Jason yesterday) to look at changing an existing lock on a fuel cage roadside - ?206.50 + vat for works completed GLL to attend Suttons Wharf North   50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   oil storage tank room in the basement of Suttons Wharf North that needs a lock change as the keys have never been issued	3
Access Details: Access via fob to be collected from the sws off 02088215431 description:Email request as per Rhys Jones Please attend to replace x2 bulbs on the ground floor within the communal area. Access via fob to be collected from the sws off 0208821  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
20090 - [ MD05115 ] - Fire Alarm Maintenance & Servicing - M&E   Small Works Order - Replace 2 defective emergency lighting fittings.	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Attend to remedy total loss of lighting in communal area. Report by concierge ( Francesca)  07554 11 34 79	3
The dirt separator has a small pin hole on the underside which needs to be temporary repaired.  Can you and  they measure for a short stool piece to be fitted in place temporarily. Please also attend Flat 904 Cradford Hse the Hot Water doesn't work. Check  50125 - [ MD05101 ] - Communal Repairs - M&E	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
Emergency:  Follow on from Out of Hours:  Carry out further investigation and restore lighting in communal stairwell.  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Access Details:07554113479 description:Concierge Maria of 52 palmers road reporting lights are out on ground floor communal area - residents complaining ground flr is very dark - 07554113479  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Conformation order 33320 On arrival to site at the Silver Metal Glass Entrance Door to the Property the Operative 01/02/17 22:45 23:01 attempted to gain access however did not receive a response from the Tenant. He attempted to contact the tenant via the  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Moth infestation problems at Suttons Wharf - 3.2 days to visit site take and examine samples and write report - requested by John Lane  20260 - [ MD05050 ] - Pest Control - Responsive	3
Pls Attend in the morning for a Combined Visit with Evinox to investigate why there is the continual failure with Hot Water.  50125 - [ MD05101 ] - Communal Repairs - M&E	3
Access Details:rhys 02088215431 description:ground floor lights out 1x right hand side after you enter the block. lights out 1x next to metre cupboard 3/4. 1x light near landlord cupboard 801-806.  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Access Details:rhys 02088215431 description:1 lights out - outside metre cupboard 3/4	3
Access Details:Gamze 0208 821 4112  description:light above swn concierge x1 lights out. carpark lights outs near bay 19 23.2427 and 30. light also out underneath fire exit sign.  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
54110 - [ MD05105 ] - Emergency Lighting - M&E   Emergency Lighting	3
50125 - [ MD05101 ] - Communal Repairs - M&E   Job raised for Paperwork and allocation of CO2 Alarms for Communal Plant	3
Access Details:Uvaiane - 07554113479 description:Emergency - Concierge Uvaine has called to report no lighting from 5th floor to 9th floor in the hallway  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   conformation order 34939 cctv footage has gone down	3
EMERGENCY ATTEND TO THIS PROPERTY IN ORDER TO INVESTIGATE THE CAUSE OF THE LACK OF COMMUNAL LIGHTING SUPPLY. ELECTRICAL ROOM REQUIRES ACCESSING. CONCERIGE ON SITE  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Communal ground floor lights are not working. Please attend and remedy. Reported by flat G03 Mrs Jania Begum 07930394831	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   As per Roy please attend to clear up water in the underground car park entrance by the concierge	3
Please attend and remove electrical socket directly outside flat 316. Tenant is using the communal electric for her own purpose -remove the electric socket by her front door  and replace it with a key operated one in order to deter illegal use and to prev  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   Conformation order 24312 Lights in the communal hallway are not working hall way is very very dark lights in his property are working fine	3
50100 - [ MD05001 ] - Communal Repairs General Building - Responsive   please investigate water pipe that are very noisy outside flat G03  mobile: 07930394831	3
Please attend and remove electrical socket directly outside flat 316. Tenant is using the communal electric for her own purpose -remove the electric socket by her front door  and replace it with a key operated one in order to deter illegal use and to prev  50100 - [ MD05001 ] - Communal Repairs General Building - Responsive	3
Bulk Rubbish Collections for the year 2016-17 Date:   31/03/2017 Invoice number :  SWNBLK17 Date Job Completed :  31/03/2017  Property :  Suttons Wharf Location Ref :   SWN Site name :  Suttons Wharf        Cost  £2061.45	3
Concierge at Suttons Wharf North for April 2016 to March 2017 Cost  £124117.75	3
Cleaning at Suttons Wharf North for April 2016 to March 2017 Cost  £16226.17	3
Revenue Management - 3 Months Service, 1st April - 30th June 2016	3
Landlord Supply 55 Palmers Road, 4th Nov to 30th Nov 2016	3
Landlord Supply 55 Palmers Road, 4th Nov to 30th Nov 2016	3
Landlord Supply 55 Palmers Road, 4th Nov to 30th Nov 2016	3
Window Cleaning for Cradford House	3
Buildings Insurance	3
J07R1W	5
J07UCV	5
J07U8E	5
J07WE0	5
J07WD6	5
J07YK1	5
J07X41	5
J080K2	5
SWNBLK17	5
ISLES0138	5
ISLES0139	5
MPAN 1200060997313	5
MPAN 1200060997313-25 08 2016	5
MPAN 1200060997313-28 10 2016	5
MPAN 1200060997313-30 09 2016	5
MPAN 1200060997280 Corrected	5
MPAN 1200060997280 Reversed	5
MPAN 1200060997280	5
MPAN 1200060997299 Corrected	5
MPAN 1200060997299 Reversed	5
MPAN 1200060997299	5
MPAN 1200060997304 Corrected	5
MPAN 1200060997304 Reversed	5
MPAN 1200060997304	5
As per conversation with Sarah and Lefty  Please clear area following incident earlier today.  (blood) Police and concierge will contact you with time.  MD08000 - [ 54060 ] - Batched Works - Batched Works	3
raise an order to Electra Fit to Wharton House for £ 765.00 for return visits to complete FAS installation. Authorised by Peter Muir  MD05178 - [ 50421 ]- Fire Systems Repairs	3
Access Details:Reported by flat 711 - Miss Zara Harris -  escription:communal window on the stairwell is open on the 7th floor - this window has no handle so unable to be closed. (resident believes that this window may have been forced opened and now cannot close)  MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   Communal lighting Light by flats 605 and 606 Light out  Fob	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   to re-fit emergency light sign on 6th floor which has fallen off - reported by Christoph concierge -	3
Estate inspection as per  Please attend to replace/repair the lighting in the following areas. ? 9th floor outside 9 r outside 8 r outside 807 by the door leading to lift lobby Access: Via keys team  MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive                 Estate inspections as per Javier Ramirez  Please attend to replace bulbs/repair mechanism to the following areas. all lights not working on the ground floor please check all lights in the block south and north. ? Light in stairway between 9th and 8th floor ? 8th floor outside lift. ? 5th floor outside flat 513 ? 3rd floor outside flat 320 ? 3rd floor flat 319 by meter cupboard ? 3rd floor flat 321 by meter cupboard Access: Via keys team	3
MD05121 - [ H3040 ] - Door Entry Systems - M&E   Rectify remote access control to programme the relevant fobs	3
repair a connection issue allowing NACD to remotely re-programme existing fobs so they can get into the bike stores in the SWN car park. as per Laura Corben  MD05121 - [ H3040 ] - Door Entry Systems - M&E	3
MD05166 - [ 50411 ] - Water Pump Repairs   Repair leak to water mains in Suttons Wharf North Car Park.	3
MD05101 - [ 50125 ] - Communal Repairs - M&E                 Access Details:Concierge (Nancy) -  description:** EMERGENCY ** Concierge (Nancy) Calling to report that on the 4th floor Leading to flat 412 there is a communal internal fob operated door which is at fault and it is not magnetically locking and left open for access to anyone -  Concierge (Nancy) -	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   Communal lighting X2 lights by flats 513 514 Lights out Fob	3
Attend and investigate issue with CCTV after power outage on a 24hr response  MD05164 - [ 50413 ] - CCTV Repairs	3
Please attend to trace and rectify the cause of water seeping through the communal area skirting board within the landing of apartments 304 to 301. Access: Via keys team  MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive	3
Access Details:  description:Replace 3x lights and sensor lights in the north building in the lobby area and check all lights if working  reported by Nancy  concierge  MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive	3
MD05164 - [ 50413 ] - CCTV Repairs                 Attend and remedy focusing issues with 13 x cameras located around SWS on  24hr Response 13 cameras that are out of focus at Sutton Wharf North concierge office 23 Palmers Road E2 0SF SWN 01 car park ramp SWN 01 office 23 SWN 01 43 entrance SWN 02 2nd car park gate SWN 03 rear gates SWN 03 gardens SWN 03 Park entrance SWS 02 cam 6 SWS 02 cam 5 SWS 02 cam4 SWS 02 cam 11 SWS 02 cam 12 SWS 02 cam 14 Cost  £ 197.18	3
MD05172 - [ 50417 ] - Gas Communal Repairs   Please attend Tuesday 01/05/18 to carry out sampling and analysis as discussed.	3
MD05175 - [ 20379 ] - Water Hygiene Testing   Risk Assessment 4 April 2018 - No Access	3
MD05175 - [ 20379 ] - Water Hygiene Testing   Risk assessment to flats 1-8 on 5 April 2018 - No Access.	3
MD06040 - [ 53070 ] - Works from FRA - Planned   Quote Ref 149317 - Install fire control switch as per FRA.	3
MD05178 - [ 50421 ]- Fire Systems Repairs                 Small Works Order - 1 x 5kg CO2 service exchange extinguisher @ £118.00  4 x 6l foam service exchange extinguishers @ £38.00 each 1 x fire blanket @ £25.00 1 x extinguisher ID sign @ £5.90 3 x hose assemblies @ £24.00 each 5 x disposal of extinguishers @ £5.00 each 11 x hose/nozzle rings @ £5.10 each 5 x safety pins @ £4.90 each	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   Re fix / secure Sign on street for 57 Palmers Road has come loose from the fitting and is hanging down.  Health and safety	3
Emergency  Secure maglock bar hanging off ceiling to door on 4th floor leading to flats 411-412  MD05101 - [ 50125 ] - Communal Repairs - M&E	3
MD05165 - [ 20371 ] - Water Pump Servicing   Service of 4 x Booster sets which took place on the 23rd April. £636.00+vat	3
MD05178 - [ 50421 ]- Fire Systems Repairs   1 x dry riser glass @ £59.00	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   : URGENT - Safety lock on window in 9th floor corridor has been broken - Cradford House South	3
2 x Sofa / 2 x mattress / Wood Furniture /Boxes / Bedframe Cost  £59.51	3
MD05165 - [ 20371 ] - Water Pump Servicing   Service and Tanker visit 15/11/2017 Service Agreement Charge	3
attend and retrieve footage from DVR see Lubbna  for times and to carry out a health check to ensure all cameras are recording on a 24hr response  MD05164 - [ 50413 ] - CCTV Repairs	3
MD05101 - [ 50125 ] - Communal Repairs - M&E   EMERGENCY Concierge reports faulty CCTV please rectify	3
Emergency - Main entrance door is not locking as the magnet has been unscrewed to allow unknowns in to the communal area  MD05101 - [ 50125 ] - Communal Repairs - M&E	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   Confirmation order for OOH 432200518 - Communal lobby lights out	3
MD05001 - [ 50100 ] - Communal Repairs General Building - Responsive   AS PER PIERRE - Force entry to communal roof hatch and provide new pad lock & supply x3 keys.  Meet Cliff on site -	3
All secure doors and med and door leading from car park are not locking.  Concierge advised there is no power going to the magnets.  MD05101 - [ 50125 ] - Communal Repairs - M&E	3
